journal_abbrev,oldest_PMID,newest_PMID,random_PMID,FindIt_coverage
Int J Sport Exerc Psychol,38859903,38859903,38859903,False
Food Bioproc Tech,37363383,37363383,26413182,False
Crime Sci,37334168,37334168,36970582,False
J Correct Educ (Glen Mills),26379367,26379367,26379367,False
Curator (N Y),36249990,36249990,36246458,False
Biomol Detect Quantif,31516845,31516845,27335807,False
Gifted Talent Int,26388705,26388705,26388705,False
J Clin Transl Res,37593244,37593244,37593244,False
Int J Coal Geol,26435557,26435557,26478644,False
J Trop Dis,26798843,26798843,26798843,False
Elementa (Wash D C),34926709,34926709,30997362,False
Arch Acker Pflanzenbau Bodenkd,30363929,30363929,30363929,False
Drug Deliv (Lond),26435748,26435748,26435748,False
Diabetes Care Educ Newsl,26451082,26451082,26451082,False
Plant Gene,32289060,32289060,26550601,False
Ecol Montenegrina,29805989,29805989,29805989,False
Emot Behav Diffic,32536954,32536954,32536954,False
J Sex Aggress,36950182,36950182,26549976,False
Educ Psychol (Lond),28392609,28392609,27570322,False
Int J Pest Manag,27812241,27812241,27812241,False
Ir J Psychol,26494940,26494940,26494940,False
Synergist (Akron),36619361,36619361,26430354,False
Expo Math,26478652,26478652,26478652,False
Diabetes Rev (Alex),26366051,26366051,26366051,False
Math J,29706749,29706749,29706749,False
Int J Speech Technol,37008883,37008883,33967593,False
Exp Math,32655833,32655833,26430353,False
Lake Line,26412937,26412937,26412937,False
Aust N Z J Fam Ther,38680603,38680603,38680603,False
Nanobiomedicine (Rij),35677573,35677573,30023018,False
BJPsych Open,38840537,38840537,38622955,False
Front Hist China,26512255,26512255,26512255,False
Medicoleg Bioeth,26807399,26807399,26807399,False
Child Geogr,38179418,38179418,38179418,False
Eur J Psychol,38487602,38487602,35136431,False
Radiography (Lond),38909418,38909418,38461583,False
J Consum Mark,26430293,26430293,26430293,False
HSOA J Community Med Public Health Care,26693184,26693184,26693184,False
J Neurol Neurobiol,27088131,27088131,26937489,False
Sociol Dev (Oakl),37621697,37621697,26457325,False
Am J Analyt Chem,29057144,29057144,26949569,False
J Comput Syst Sci,28529379,28529379,26516290,False
Jacobs J Pediatr,27110597,27110597,27110597,False
Int J Ind Organ,37366401,37366401,26664035,False
J Comput Assist Learn,36247930,36247930,35942306,False
Photonics Nanostruct,26435707,26435707,26435707,False
Int J Electron Commun,33519301,33519301,32322160,False
J Classif,37359509,37359509,34924653,False
Theor Appl Climatol,37016660,37016660,36337264,False
Glob Qual Nurs Res,38666086,38666086,35832603,False
Int J Child Comput Interact,36034969,36034969,33052303,False
Optomechatron Technol ISOT 2010 Int Symp (2010),26425735,26425735,26425735,False
Eur Sci J,33519994,33519994,33519994,False
Bladder Cancer,38911483,38911483,29732390,False
Teach Educ Spec Educ,26807003,26807003,26807003,False
J Pet Sci Eng,32834477,32834477,26594096,False
J Enzymol Metab,28868527,28868527,26937490,False
J Neurol Neurosci,30079290,30079290,27668143,False
Med Res Arch,38911991,38911991,37063930,False
MIXHS 12 (2012),26870837,26870837,26870837,False
Escr Psicol,26869749,26869749,26869749,False
J Stem Cell Transplant Biol,30542674,30542674,26744736,False
J Crit Care Med,26473167,26473167,26473167,False
Simul Model Pract Theory,36568440,36568440,26778940,False
GMS Interdiscip Plast Reconstr Surg DGPW,38654894,38654894,38024100,False
NI 2012 (2012),24199144,24199144,24199136,False
Aust Educ Res,37359310,37359310,35874034,False
J Behav Exp Finance,37012997,37012997,35694369,False
J Geod,38204931,38204931,36188100,False
J Geodyn,26525181,26525181,26523082,False
Mater Charact,34345156,34345156,27746662,False
Health Policy Technol,38620095,38620095,34642621,False
J High Energy Phys,36852337,36852337,33424225,False
J Int Money Finance,38620114,38620114,32952255,False
J Number Theory,28966397,28966397,26869732,False
J Pure Appl Algebra,31534273,31534273,31534273,False
J South Am Earth Sci,35991356,35991356,29118464,False
J Struct Geol,26523080,26523080,26523077,False
J Symb Comput,26726284,26726284,26523088,False
Lithos,32908321,32908321,26523071,False
Mar Policy,38435099,38435099,37034270,False
ACS Sens,38916449,38916449,38843447,False
Sport Exerc Perform Psychol,31548915,31548915,29130023,False
Curr Plant Biol,33052305,33052305,31497507,False
Fire Saf J,38352657,38352657,26783379,False
Int J Biomed Data Min,27054044,27054044,27054044,False
IEEE Int Symp Precis Clock Synchron Meas Control Commun,27891210,27891210,27891210,False
J Public Aff,36718190,36718190,33786021,False
Spektrum Augenheilkd,37139117,37139117,28386159,False
Interdiscip Inf Sci,26472933,26472933,26472933,False
J Character Educ,34012362,34012362,34012362,False
Mult Scler J Exp Transl Clin,38910839,38910839,37187856,False
IEEE NPSS Real Time Conf,27066595,27066595,27066595,False
Arch Neurosci,28758136,28758136,26835472,False
New Dir Stud Leadersh,38837677,38837677,37830278,False
J Environ Eng Ecol Sci,26457185,26457185,26457185,False
J Lab Chem Educ,35999888,35999888,26478904,False
BioOpt World,26435878,26435878,26435878,False
World J Obstet Gynecol,28239564,28239564,26478860,False
Nanotechnol Russ,33391617,33391617,28603597,False
Harmful Algae 2002 (2002),26448968,26448968,26436144,False
SACEMA Q,27135062,27135062,27135062,False
Int J Chronic Dis,37637779,37637779,26464866,False
IEEE Antennas Propag Mag,36575739,36575739,30100682,False
J Pediatr Mother Care,28868529,28868529,27042698,False
J Pers Nanomed,26635972,26635972,26491544,False
Quat Res,26523075,26523075,26523075,False
J Biomed Educ,26523277,26523277,26523277,False
Med Aromat Plants (Los Angel),31511801,31511801,26550547,False
Curr Top Pept Protein Res,29955206,29955206,29706727,False
Obes Open Access,29057330,29057330,29057330,False
Eur J Pharm Med Res,27547829,27547829,27547829,False
JMIR Public Health Surveill,38916940,38916940,38687984,False
Open Life Sci,38911933,38911933,38911930,False
J Int Soc Respir Prot,37200947,37200947,36147685,False
Clin Diabetes Endocrinol,38915129,38915129,38336931,False
Pleura (Thousand Oaks),26767192,26767192,26767192,False
Int J Health Nutr,26594109,26594109,26594109,False
Int J Hematol Ther,26900602,26900602,26900602,False
Res Soc Sci Study Relig,26966344,26966344,26966344,False
Brain Plast,36724062,36724062,29765847,False
Brain Inform Health (2015),27171688,27171688,27171688,False
Proc Conf Empir Methods Nat Lang Process,38756862,38756862,28580459,False
Edinb Med Surg J,30332201,30332201,30332224,False
Trans Med Chir Soc Edinb,29583574,29583574,29583586,False
Mind Ment Health Mag,27671443,27671443,27671129,False
Psychol Clin,28909612,28909612,28909589,False
Mon J Med (Edinb),29683588,29683588,29683569,False
Ann Med (Edinb),30303673,30303673,30299713,False
Ment Welf,28909137,28909137,28909117,False
Stud Ment Ineffic,28910016,28910016,28909983,False
Regen Eng Transl Med,38031558,38031558,33225044,False
Austin J Environ Toxicol,36287820,36287820,36287820,False
Perspect Gerontol,26500714,26500714,26500714,False
Ann Psychiatry Ment Health,29657960,29657960,26949737,False
... Int Conf Ind Instrum Control,26478918,26478918,26478918,False
Mater Renew Sustain Energy,35892085,35892085,28203516,False
J Eur Public Policy,38774302,38774302,37377447,False
Int J One Health,37899959,37899959,37899959,False
Med Chir Rev J Med Sci Anal Ser,29917595,29917595,29917551,False
Med Facts Obs,29106265,29106265,29106171,False
Trans Epidemiol Soc Lond,29419253,29419253,29419171,False
Br Foreign Med Rev,30162551,30162551,30162541,False
Med Phys J,30493475,30493475,30493438,False
Hosp Health Rev,29418799,29418799,29418766,False
Sanit Rev J Public Health,30379051,30379051,30378956,False
Lond Med Phys J,30495853,30495853,30495742,False
Lond Med J,29140056,29140056,29140011,False
Br Foreign Med Chir Rev,30164752,30164752,30163051,False
J Psychol Med Ment Pathol,28907463,28907463,28907445,False
Med Crit Psychol J,28907653,28907653,28907703,False
J Public Health Sanit Rev,30378889,30378889,30378856,False
Med Chir Rev,29919176,29919176,29919599,False
Med Q Rev,30403091,30403091,30403039,False
J Psychol Med Ment Pathol (Lond),28906885,28906885,28906879,False
Ore Geol Rev,26594080,26594080,26594080,False
Phys Perspect,36437910,36437910,36437910,False
Prog Part Nucl Phys,37207092,37207092,26766879,False
Sci Comput Program,38620685,38620685,32029957,False
Signal Process Image Commun,37361462,37361462,32288224,False
Soil Tillage Res,35110784,35110784,33658740,False
Sol Energy,38715719,38715719,34131353,False
Sol Energy Mater Sol Cells,36567800,36567800,36567800,False
Mater Today Proc,38620140,38620140,35692255,False
Measurement (Lond),36727114,36727114,34690401,False
Minds Mach (Dordr),38855350,38855350,33840900,False
Nucl Phys B,32372845,32372845,27293308,False
Nucl Phys B Proc Suppl,34646058,34646058,34646058,False
RMD Open,N/A,N/A,N/A,True
Struct Dyn,38912290,38912290,38304444,False
Int J Sports Exerc Med,38323093,38323093,27642647,False
Brain Circ,38655446,38655446,38020951,False
J Appl Bioinforma Comput Biol,31058201,31058201,26618187,False
Appl Environ Soil Sci,29176990,29176990,26949393,False
Antioxidants (Basel),38790725,38790725,38790700,False
Annu Book ASTM Stand Sect 11 Water Environ Technol,26550610,26550610,26550610,False
Egypt J Chest Dis Tuberc,32288129,32288129,32288126,False
Asthma Res Pract,37271820,37271820,29318023,False
HVAC&R Res,None,None,None,False
Intell Sci Big Data Eng (2013),26973983,26973983,26973983,False
Int J Child Health Nutr,28232855,28232855,28232855,False
J Hematol Thromb,26523291,26523291,26523291,False
World J Respirol,27904836,27904836,28529892,False
Crit Afr Stud,28286719,28286719,28286719,False
Transp Policy (Oxf),38433778,38433778,35720019,False
J Vib Control,35844250,35844250,35663192,False
Front Vet Sci,38915889,38915889,38863451,False
Front Cardiovasc Med,38915744,38915744,38911519,False
Foods,38891016,38891016,38890978,False
Eur Heart J Cardiovasc Pharmacother,38907602,38907602,38777751,False
J Near Infrared Spectrosc,26538840,26538840,26538840,False
AACE Clin Case Rep,38799052,38799052,37251971,False
J Integr Pest Manag,28446991,28446991,26949567,False
Ment Health Prev,38496232,38496232,34900574,False
Rep Biochem Mol Biol,38618269,38618269,37131894,False
Trends Organ Crime,37363752,37363752,36591004,False
Waste Biomass Valorization,38623455,38623455,35096210,False
Form Methods Syst Des,35095202,35095202,26900259,False
Fuzzy Sets Syst,32287529,32287529,32287529,False
J Philos Logic,37362804,37362804,30996471,False
Optim Lett,38516636,38516636,37361017,False
Polit Behav,37920839,37920839,32421091,False
J Dyn Control Syst,37745007,37745007,26752943,False
Prev Strateg,31777859,31777859,26550609,False
Sport Soc,32406405,32406405,32406405,False
Online J Commun Media Technol,27499833,27499833,27499833,False
J Acute Care Phys Ther,37389410,37389410,37389409,False
IEEE ROBIO,27158684,27158684,27158684,False
J Paramed Sci,26949506,26949506,26949506,False
Proc Wirel Health,26949753,26949753,28345080,False
Int J Constr Educ Res,26550006,26550006,26550006,False
Biomath (Sofia),33192155,33192155,26640397,False
Medicines (Basel),38786550,38786550,37505064,False
Cem Concr Compos,29881143,29881143,27046956,False
Rock Mech Rock Eng,38188540,38188540,35382351,False
J ASTM Int,26664338,26664338,26664338,False
Proc Annu Int Conf Mob Comput Netw,34262408,34262408,26834512,False
Mol Cell Toxicol,37359246,37359246,35035494,False
J Educ Perioper Med,38846923,38846923,34631964,False
Echo Res Pract,38825710,38825710,34061768,False
Sustain Water Resour Manag,37273915,37273915,33869731,False
Int J Biol Med Res,26997847,26997847,26997847,False
J Diabetes Res Ther,27500279,27500279,27500279,False
Foresight (Colch),26617476,26617476,26617476,False
Public Policy Aging Rep,38371943,38371943,38371941,False
Tomography,38787022,38787022,38276249,False
Eurasian Geogr Econ,26985169,26985169,26985169,False
Int J Clin Biostat Biom,34632463,34632463,26688834,False
J Environ Anal Toxicol,34094707,34094707,27148470,False
Austin J Vasc Med,26973981,26973981,26973981,False
IZA J Labor Econ,26998417,26998417,26998417,False
Res Rev J Pharm Pharm Sci,26779544,26779544,26779544,False
Clin Hypertens,38822445,38822445,38556865,False
J Mot Learn Dev,38500698,38500698,33015208,False
J Eur Opt Soc Rapid Publ,29568415,29568415,26985327,False
INTED Proc,26985449,26985449,26985449,False
Int J Cancer Res Mol Mech,28989976,28989976,26900603,False
Contemp Clin Trials Commun,38881543,38881543,38665985,False
Proc Int Conf Web Inf Syst Eng,26997936,26997936,26997936,False
J Excell Coll Teach,37485248,37485248,26568668,False
Int J Pharma Sci,26998497,26998497,33880385,False
Health Psychol Open,38898885,38898885,34552758,False
Biol Psychiatry Cogn Neurosci Neuroimaging,38909899,38909899,37926188,False
MEDtube Sci,28435854,28435854,28424793,False
Silica Assoc Respirable Miner Part (2012),26949758,26949758,26949758,False
J Nanopharm Drug Deliv,26989641,26989641,26989641,False
Qsci Proc,28111616,28111616,28111616,False
IEEE Int Conf Data Min Workshops,30364463,30364463,26609547,False
J Syst Integr Neurosci,34707891,34707891,28480059,False
Source J Genom,26613105,26613105,26613105,False
Agronomy (Basel),36081889,36081889,33304637,False
J Hematol Transfus,26998506,26998506,26998506,False
J Rehabil Assist Technol Eng,38846024,38846024,34877017,False
Microb Genom,38913413,38913413,38358325,False
J Fungi (Basel),38786721,38786721,38786702,False
Brain (Bacau),26770820,26770820,26609425,False
Hosp Chron,26839599,26839599,26839599,False
Pap Palaeontol,38799546,38799546,26689949,False
Geol Carpath,28239259,28239259,28239259,False
Int J Adv Res (Indore),34307698,34307698,29657945,False
J Can Health Libr Assoc,38737782,38737782,35950081,False
Appl Acoust,36532954,36532954,36530553,False
Cerae,26870634,26870634,26870634,False
ERJ Open Res,38887682,38887682,38469377,False
Astrophys J Lett,35198137,35198137,31049193,False
Fertil Res Pract,34193292,34193292,33563330,False
J Syst Palaeontol,32939187,32939187,26819570,False
Nat Hist Sci,26689358,26689358,26689358,False
HAU,27011787,27011787,27011787,False
Austin J Clin Pathol,26640822,26640822,26640822,False
Int J Nurs (N Y),26640817,26640817,26640817,False
Lett Biomath,37655179,37655179,27004259,False
SM J Reprod Health Infertil,26640826,26640826,26640826,False
J Sport Dev,27064214,27064214,27064214,False
Int J Nutr Metab,26635994,26635994,26635994,False
Arch Math,38741686,38741686,36033339,False
Stud Media Commun,26998499,26998499,26998499,False
Tech Commun,26633909,26633909,26633909,False
Acad Manag Perspect,27011760,27011760,27011760,False
Rev Disabil Stud,26640424,26640424,26640424,False
Cogent Biol,31595219,31595219,30918913,False
J Oncopathol,26640695,26640695,26640695,False
Struct Health Monit,38405115,38405115,36039173,False
DH15 (2015),26742547,26742547,26742547,False
Open Med (Wars),38911257,38911257,38584847,False
J Pharm Health Care Sci,38907305,38907305,36510270,False
Clin Trials Regul Sci Cardiol,26949743,26949743,26677460,False
Clin Case Rep Rev,32999736,32999736,36203911,False
Ambito Encuentros,29643972,29643972,29643972,False
Aorta (Stamford),38863150,38863150,36521814,False
Pediatr Neurol Briefs,33424197,33424197,33281429,False
Heliyon,38912514,38912514,38912472,False
Chin Neurosurg J,38898533,38898533,35791005,False
J Reprod Biol Health,26900480,26900480,26900480,False
J Law Enforc Leadersh Ethics,28480317,28480317,26690719,False
Weld J,27559198,27559198,27559198,False
J Microbiol Exp,27030825,27030825,27030825,False
Proc ACM Symp Doc Eng,26677461,26677461,26677461,False
J Neurol Neurol Disord,37720694,37720694,29520379,False
J Health Sci (El Monte),37534017,37534017,37534017,False
Chromatography (Basel),26714261,26714261,26714261,False
J Phys Chem Biophys,29226022,29226022,29226022,False
J Fam Stud,38351908,38351908,35299887,False
Flow Meas Instrum,34857998,34857998,32116415,False
BMC Nutr,38907324,38907324,38698456,False
Open Med J,27721908,27721908,27721908,False
West Afr J Ultrasound,27077136,27077136,27077136,False
Int J Clin Psychiatry Ment Health,27054141,27054141,27054141,False
Ayurvedic,26925464,26925464,26925464,False
Commun Stat Appl Methods,35756137,35756137,28503512,False
Int J Child Adolesc Resil,26793695,26793695,26793695,False
Constr Build Mater,37256079,37256079,33020684,False
Turk Klin Tip Etigi Hukuku Tarihi,26677346,26677346,26677346,False
Concussion,38855759,38855759,34408908,False
J Homel Secur Emerg Manag,35880037,35880037,26692825,False
Clin Res Foot Ankle,29082269,29082269,29082269,False
J Astron Telesc Instrum Syst,32671139,32671139,31534985,False
J Phys Ther Educ,38838289,38838289,38478783,False
West Afr J Radiol,26709342,26709342,26709342,False
Pac Asia Inq,37501935,37501935,37501935,False
Earth Interact,31097909,31097909,27057131,False
World J Nephrol Urol,27087881,27087881,27087881,False
SM J Clin Med Imaging,34109326,34109326,26691203,False
J Stem Cell Regen Biol,29104965,29104965,29104965,False
Int J Gaming Comput Mediat Simul,27134698,27134698,27134698,False
Biochem Mol Biol J,29594254,29594254,28289734,False
Eur Phys J Plus,37389308,37389308,34725629,False
Int J Eng Res Technol (Ahmedabad),26702403,26702403,26702403,False
Engineering (Beijing),38911180,38911180,32292629,False
Police Chief,26705371,26705371,26705371,False
Manuf Lett,38572170,38572170,38572170,False
ASHRAE Trans,29167584,29167584,28529344,False
Philipp Rev Econ,26855640,26855640,26855640,False
Med Student Res J,29520327,29520327,28804679,False
Biomed Eng Syst Technol Int Jt Conf BIOSTEC Revis Sel Pap,35386186,35386186,35386186,False
Int J Cogn Technol,27057152,27057152,27057152,False
Spat Econ Anal,33727949,33727949,33727949,False
J Cancer Sci,34938859,34938859,26835512,False
J Metabolomics,27076918,27076918,27076918,False
Asia Pac J Oncol Nurs,38845749,38845749,38197043,False
JSM Chem,28580379,28580379,26985447,False
Neotrop Biodivers,37275476,37275476,28261664,False
Parasitol Open,31798943,31798943,30105092,False
Proc AAAI Conf Hum Comput Crowdsourc,33623933,33623933,26844304,False
Adv Intell Data Anal,34131660,34131660,27069983,False
Crim Justice Stud (Abingdon),34017218,34017218,30319312,False
Adv Med Ethics,27066591,27066591,27066591,False
Case Orthop J,28004009,28004009,26807424,False
AZ,27064359,27064359,27064359,False
J Pain Manag Med,28638895,28638895,28638895,False
Adv Neuroimmune Biol,26855687,26855687,26855687,False
Open Linguist,26740937,26740937,26740937,False
J Mark Access Health Policy,38808313,38808313,36998432,False
Glob Pediatr Health,38911680,38911680,37362099,False
Correct Today,26740730,26740730,26740730,False
React Chem Eng,38694426,38694426,38694426,False
J Pers Oriented Res,38841565,38841565,38107201,False
APDT Chron Dog,26740975,26740975,26740975,False
Transl Pediatr,38840691,38840691,38197108,False
Int J Insect Sci,31488955,31488955,31391781,False
Stigma Health,38799224,38799224,37636031,False
Brain Inform,38837089,38837089,38310619,False
Arrhythm Electrophysiol Rev,38807745,38807745,36313240,False
J Environ Chem Eng,38576544,38576544,35959232,False
Estud Psicol,26778874,26778874,26778874,False
Crystals (Basel),38287972,38287972,37206882,False
West Birds,28690346,28690346,28690346,False
Lab Animal Sci Prof,34316504,34316504,34316504,False
J Build Phys,27453717,27453717,27453717,False
Int J Part Ther,38832321,38832321,38757081,False
Curr Tissue Eng,27853671,27853671,27853671,False
Radiol Open J,27077135,27077135,27077135,False
Theor Comput Fluid Dyn,36373071,36373071,36373071,False
Think Skills Creat,37360225,37360225,32834869,False
Int J Chem Kinet,36452266,36452266,36452266,False
Int J Educ Soc Sci,27066593,27066593,27066593,False
J Addict Med Ther Sci,28840200,28840200,28840200,False
Integr Med Int,27135034,27135034,27135034,False
Adv Integr Med,36960315,36960315,32837896,False
MIS Q,26752802,26752802,26752802,False
Int J Health Econ Manag,38829454,38829454,38451446,False
Robot Mechatron (2015),26752501,26752501,26752501,False
Int J Cancer Res (Tortola),26753095,26753095,25663936,False
ISRA 2013 (2013),26879280,26879280,26879280,False
Rev Course Lect,26740973,26740973,26740973,False
Converg Sci Phys Oncol,30906572,30906572,29531793,False
Clin Gov,26855615,26855615,26855615,False
Cienc Trab,26752805,26752805,26752805,False
Signal Inf Process Assoc Annu Summit Conf APSIPA Asia Pac,29938710,29938710,26767197,False
Mich State Int Law Rev,27376098,27376098,27376098,False
Proc ACM Int Workshop Data Text Min Biomed Inform,27077137,27077137,27077137,False
mSphere,N/A,N/A,N/A,True
Med Chir J,29257369,29257369,29257398,False
Trans Edinb Obstet Soc,29612128,29612128,29612340,False
Med Chir J Rev,29257627,29257627,29257606,False
Abdom Radiol (NY),38916618,38916618,38900316,False
Tectonophysics,27064736,27064736,27065502,False
Adv Differ Equ,34759965,34759965,32226451,False
Mol Astrophys,26942230,26942230,26942230,False
Domain Decompos Method Sci Eng XX (2011),26925469,26925469,26925469,False
J Arthritis,28758052,28758052,29725555,False
J Eng (Stevenage),34540233,34540233,34540233,False
Nanosci Nanoeng,27088115,27088115,27088115,False
Trop Dis Travel Med Vaccines,38877586,38877586,34112261,False
Adv Adm Lab,26848254,26848254,26848254,False
Leuk Suppl,27175274,27175274,27175229,False
J Microb Biochem Technol,28111598,28111598,27307950,False
Nat Microbiol,38914826,38914826,38890490,False
J Drug Abuse,30090867,30090867,30159545,False
J Interdiscip Histopathol,27917302,27917302,27917302,False
NPJ Breast Cancer,38898072,38898072,37952058,False
Mod Cell Biol,26855474,26855474,26855474,False
Tour Manag,37387777,37387777,36540850,False
Comput Sci (Berl),27069511,27069511,27069511,False
J Oral Med Pain,26942165,26942165,26942165,False
Health Syst Policy Res,27158629,27158629,27158629,False
J Glob Oncol,31860377,31860377,31487216,False
Asian J Criminol,37363802,37363802,33425063,False
Informatics (MDPI),36873830,36873830,26985401,False
Hanguk Simni Hakhoe Chi Kongang,27099546,27099546,27099546,False
J Progress Res Soc Sci,26807445,26807445,26807445,False
J Genet Genome Res,26807442,26807442,26807442,False
Signif (Oxf),35941864,35941864,32536952,False
Drug Target Rev,27774310,27774310,26835158,False
Methoden Daten Anal,37724168,37724168,34093885,False
Recent Adv Phytochem,27795590,27795590,27795590,False
Investig Clin Urol,38714522,38714522,38197753,False
J Curr Glaucoma Pract,38585168,38585168,37228309,False
Clin Spine Surg,38884360,38884360,38637916,False
Commun Math Stat,36213843,36213843,27330929,False
J Autoimmune Disord,26894232,26894232,26855970,False
Biomed Phys Eng Express,38906125,38906125,38447224,False
J Vet Sci Technol,26962471,26962471,26962471,False
Adv Biol,27099867,27099867,27099867,False
Int J Indig Health,32373556,32373556,28989931,False
Cancer Res Front,33521162,33521162,27110580,False
Obes Sci Pract,38903853,38903853,38090688,False
Proc Int Conf Adv Robot,27099871,27099871,29242855,False
Sch Comm J,33727779,33727779,27122960,False
Inside Cell,27398404,27398404,27347560,False
AIMS Environ Sci,31745497,31745497,32309625,False
Timing Time Percept,37065684,37065684,27867839,False
NPJ Parkinsons Dis,38906862,38906862,38503777,False
J Mater Sci Technol,35153450,35153450,27698548,False
Sri Lankan J Appl Stat,27110215,27110215,27110215,False
HLA,38887920,38887920,38887878,False
Arch Clin Microbiol,34603628,34603628,34603628,False
JMIR Hum Factors,38916941,38916941,38837191,False
RSF,38486832,38486832,31168472,False
Quant Finance,35782965,35782965,28316507,False
Travel Behav Soc,37396502,37396502,34395193,False
Learn Disabil (Pittsbg),29606845,29606845,29606845,False
Pratiques,28190914,28190914,28190914,False
J Fam Med Community Health,29651465,29651465,29376127,False
Biophys Physicobiol,38803340,38803340,37234847,False
Surg Sci,27213116,27213116,27213116,False
Math Program Comput,28428830,28428830,28428830,False
Skin Appendage Disord,38841614,38841614,36937163,False
Glob Ecol Conserv,37265595,37265595,34541259,False
Scoliosis Spinal Disord,30891504,30891504,28435906,False
J Med Law Ethics,26877972,26877972,26877972,False
Model Earth Syst Environ,37361702,37361702,34222613,False
IEEE SICE RSJ Int Conf Multisens Fusion Integr Intell Syst,27127804,27127804,27127804,False
Indian J Med Inform,26937128,26937128,36284749,False
J Clin Investig Dermatol,38249156,38249156,27148560,False
Int J Immunother Cancer Res,28191547,28191547,28191547,False
J Libr Sch Commun,26900512,26900512,26900512,False
Immunotherapy (Los Angel),28299372,28299372,26878072,False
Actual SIDA Infectol,36727083,36727083,26878024,False
Loquens,27135054,27135054,27135054,False
Sci Scope (Wash D C),34177100,34177100,34177100,False
GMS J Med Educ,38779701,38779701,38779699,False
Bull Emerg Trauma,38689795,38689795,33937426,False
Neurol Genet,38915423,38915423,38831911,False
Cell Chem Biol,38906111,38906111,38679021,False
Acta Crystallogr D Struct Biol,38860981,38860981,38606665,False
Mitochondrial DNA B Resour,38911522,38911522,38586506,False
JAMA Cardiol,38888930,38888930,38416454,False
HIV Adv Res Dev,27500276,27500276,27500276,False
Bioengineering (Basel),38790387,38790387,38790324,False
JCI Insight,38917318,38917318,38889387,False
Fibers (Basel),26966555,26966555,26966555,False
Adv Multimed Inf Process - PCM 2013 (2013),27148597,27148597,27148597,False
Phys Rev E,38907514,38907514,38907493,False
Reeduc Orthoph,26924855,26924855,26924855,False
Wood Des Focus,26937164,26937164,26937164,False
Austin J Nephrol Hypertens,27366792,27366792,27366792,False
Anal Methods Accid Res,34194976,34194976,34194976,False
Environ Epigenet,38846065,38846065,32395256,False
AERA Open,37416326,37416326,37123170,False
Holocene,38259723,38259723,30369723,False
J Drug Assess,36582675,36582675,33489435,False
Hip Pelvis,38825825,38825825,35800126,False
J Transl Int Med,38812923,38812923,36860627,False
J Police Crim Psychol,38617402,38617402,37359948,False
J Geriatr Med Gerontol,33511321,33511321,27606358,False
Nord J Hum Rights,26925181,26925181,26925181,False
Signal Transduct Target Ther,38910148,38910148,38637495,False
Intell Inf Manag,27195185,27195185,28983419,False
AI Matters,27239556,27239556,27239556,False
Environ Sci (Camb),38798903,38798903,36353217,False
Res Integr Peer Rev,38915073,38915073,31183163,False
Int J Med Sci Public Health,27175365,27175365,27175365,False
J Stem Cell Res Ther (Edmond),27158681,27158681,27158681,False
Rev Mali Infect Microbiol,34178289,34178289,34178289,False
Comput Electron Agric,38343602,38343602,34381288,False
J Hematol Res,27175364,27175364,27175364,False
Clin Microbiol Case Rep,27227123,27227123,27227123,False
J Contemp Water Res Educ,33042358,33042358,33042358,False
Stem Cell Investig,37842185,37842185,34527731,False
Genes Environ,38831385,38831385,34893084,False
Gynecol Oncol Res Pract,30723546,30723546,27231566,False
SICOT J,38847649,38847649,38819290,False
Adv Model Simul Eng Sci,38046086,38046086,31008049,False
Aquat Geochem,32355452,32355452,32355451,False
Bull Math Sci,30996722,30996722,30996722,False
J Phys Act Nutr Rehabil,26929929,26929929,26929929,False
India Policy Forum,27034596,27034596,27034596,False
Biophys Rep,38774355,38774355,37288005,False
Int J Health Prof,27738665,27738665,27738665,False
Am J Appl Math Stat,26998504,26998504,26998504,False
Behav Anal (Wash D C),38435411,38435411,29333486,False
Pril (Makedon Akad Nauk Umet Odd Med Nauki),38575384,38575384,36987763,False
Braz J Cardiovasc Surg,38916988,38916988,38426718,False
Pilot Feasibility Stud,38915111,38915111,38308346,False
Acta Zoobot Austria,27042696,27042696,27042696,False
Proc Inst Civ Eng Urban Des Plan,27166968,27166968,27166968,False
Lat Am J Econ,26924883,26924883,26924883,False
Stud Polit Econ,27777495,27777495,27777495,False
Chin J Sociol,33240525,33240525,33240525,False
Mus Soc Issues,27524953,27524953,27524953,False
South Commun J,27182185,27182185,27182185,False
Botanics,27226742,27226742,27226742,False
Appl Linguist,34149317,34149317,34149317,False
Glob J Med Res,32982106,32982106,32982106,False
First Peoples Child Fam Rev,27468298,27468298,27468298,False
Phenomenol Cogn Sci,38050579,38050579,33589861,False
NanoImpact,38906250,38906250,37209722,False
Indian J Child Health (Bhopal),27170943,27170943,26925453,False
Adv Biomed Eng Res,27182531,27182531,27182531,False
J Struct Eng (N Y N Y),33041477,33041477,29238130,False
MMWR Suppl,38713639,38713639,24743661,False
Rev Mex Astron Astrofis,26973371,26973371,26973371,False
Adv Radiat Oncol,38883997,38883997,38550363,False
JACC Basic Transl Sci,38680967,38680967,38680954,False
Surf Innov,29057075,29057075,28316787,False
Health Psychol Rep,38628282,38628282,38084275,False
Int J Food Agric Econ,26949563,26949563,26949563,False
Int J Prod Res,38268930,38268930,32165856,False
Commun Algebra,34475609,34475609,33633501,False
Wirel Pers Commun,37360143,37360143,34219973,False
Landsc Hist,38292860,38292860,38292860,False
Intellect Hist Rev,38013992,38013992,38013992,False
Phys Chem Liquids,27226653,27226653,27226653,False
